-9.124035141286754 x0 max -3.063326089242138 ^ x0 -9.59502118857817 - cos + -7 -,x0
7.570694600759971,9.955491867093581
7.038032728288343,7.468893503440228
6.8695023723657265,8.401507028428822
6.061754122784844,6.652362200509195
4.952621111994218,6.91932490840744
5.427039069306513,5.668762008832593
5.955039993346968,4.189453894967422
7.653667871180622,2.305150097926022
7.24027282953069,4.151237710827661
7.148412169661558,7.948452654360261
9.857819750496164,2.5873763015566924
6.082615792322672,6.444547500239917
6.403249382029848,5.978186574747344
6.588179739151888,7.741835913281074
8.103134834398267,2.024918872560231
8.828831397645349,0.5972285729160474
6333273444699.111,0.00006346466908250837
9.150289255739757,1.103231067702795
8.05505312782716,3.122398021751308
7.878934463388289,3.3790931910815867
7.994068408427627,8.19836185108474
8.203065267838689,4.713620271293287
6.556705015486764,3.6422771705023287
5.761914248233145,6.931151829354743
7.3584434393660185,3.9648663658550967
10.444560139868358,0.6793072442925339
8.052751238245172,4.038885918071688
8.082549840847806,3.124664739469529
8.030341537138659,1.4075100090135937
7.63134038677142,1.7863636746189009
7.931647882376115,8.134117313006058
5.655419367359541,6.366148541330875
7.8027805166065125,1.342960024645637
129.60998665499196,0.20067095968551427
7.381529466527332,7.446973853735564
6.413644658583597,4.663640499932329
6.919691086466253,1.6421225527939862
7.459341291548547,3.5021262590830555
7.266886535305556,9.418466092005247
8.303562917115267,1.1106641972566391
7.309940415201975,3.856843057192404
7.385163641923829,1.9904570778866035
5.581139860934875,4.964187312942555
5.09481561052561,6.002230092032945
8.477893498487482,9.202562817719118
6.525481932243028,7.995856410235881
6.560852767175911,2.3393502360755476
7.457779919525678,9.779512695543728
7.672839017900486,3.0588352738137843
7.7891735254856025,9.419472132313965
6.611849690376101,7.88781939001205
8.071047285774473,3.774009699649009
7.410176722393378,4.330718983703384
7.1337670449050705,8.766959595899735
6.747231200399778,7.704539312406475
7.628280485742539,3.055955715857026
6.830656037545386,2.69351385969031
7.868381492347422,4.6540150137629395
6.854647630985247,1.024776449328744
7.609238825459014,2.9197502598212983
8.781753087259947,3.924202764049499
7.712464627406618,1.1772812317971257
7.980246735596585,8.647955888973966
8.471478010316424,3.434002281616498
8.809991078287249,1.6113641203188673
6.4354726112517,1.29770457189404
7.372840885906791,2.4496220928464334
6.51584187552702,7.339967318094037
8.132828876979897,2.1239082282264037
6.607232378073331,1.3945029812089451
7.564282252007219,8.993769391742035
23.995359065713078,0.33130054195090514
5.387782383372019,7.505766323732156
7.2662869059098,8.818815603771018
7.834052964469809,2.3001053363063835
6.8977339103453845,7.1454133154340544
6.3888502864343195,6.2460696877169815
7.823880609977333,2.3350542847697597
6.684561367631805,5.377346509467359
7.16762928305203,1.7186643595837
5.308342706300612,5.749868826966158
8.892454914480162,3.4114934675663755
7.805074502999025,2.522374693838758
8.695187031283746,11.890051070071472
5.739563936146652,6.909526250027232
6.323785080995534,4.29910007734254
5.980115113142176,4.683270769227682
7.300710651166121,6.759337769049823
6.33436263292894,8.000219688338511
5.936173452368592,5.650880173470744
6.825479982504854,1.011016966278884
8.616428647720893,9.449661895487694
7.32706554226598,2.900581930951429
9.57458645255949,8.326706299166968
9.821471720438131,3.0131315187988323
7.002496484401009,4.309771719749871
8.07377346164407,7.8738171130905
6.0002456204104115,6.40829851404013
8.020523974978127,2.1174990322486837
9.252494313917751,0.987903011689592
