x0 atan asin asin floor asin,x0,x1,x2
-1.6929462323364284,-0.9696117364438608,-7.037727474617671,1.289899848997918
0,0.027772527236674612,5.318536540864877,-5.981825087426794
-1.4247444849256086,-0.6233877065423862,5.604436260683592,-0.7932126632691503
-1.7096469119318451,-0.3964969222936189,7.386040789527417,-8.27751867033122
-1.6713083028564337,-0.6696166229903594,-8.396420486082624,8.733788668412927
-1.552721951279483,-0.5858968760068334,11.367217215898526,-3.216483399056364
1.497178374358961,0.9657600298386664,-5.418787506077774,1.7075903954811846
1.4724262344642418,1.1162166277426715,-3.8687704129602696,-7.645982761971497
1.6785306010060574,1.0892536997266378,0.5774847307287218,-0.02934869305200085
0,0.0006143751460964257,8.772179076233774,-3.9163725568393337
0,0.6146554402399412,-9.05387374294552,4.332249627528052
0,0.9421833611626171,-7.777093304963391,9.222014102830157
-1.6476263146691266,-0.7486615691030722,-8.646061033747257,1.497620115468455
-1.4990921452346009,-0.6372687394087124,8.324879855553794,-3.144155416198121
0,0.21654776915376886,-8.588244637689336,1.6197489993221537
1.5818344278713432,0.9099916720485303,1.6431281732592629,6.046208359915139
-1.6329490273205707,-0.04022176418253888,-0.5704969713205815,-4.195871951112076
0,0.32610657926547765,0.14075104321331208,-5.7510650662769685
0,0.7131817753331734,-7.603751690580893,7.789619096373618
0,0.6108986815214502,-6.3263051265584975,7.225966117076306
-1.4403191135327844,-0.17758605337072433,6.10731980427415,-4.259259415492807
-1.6126068410560708,-0.36449831883769035,-1.6248990262093193,3.455870600070097
0,0.8030601078438275,8.929739923608249,-6.038148755127976
0,0.376531811835281,-1.7158448026070567,-5.455345187823961
-1.5852017122293236,-0.35200615676361635,0.9035865207833021,1.334520794133574
-1.602643042679695,-0.07064892304761344,-6.55116303768725,4.776614575907952
0,0.23824356065737468,10.261891621693787,5.799143452976742
1.3916552713131618,1.0074288886616298,-3.4783717861663446,-5.144608992759991
-1.3941248563658457,-0.14131442811300984,3.755159400943385,-5.106324480766546
-1.6340107867931841,-0.45504905117751515,6.399779373360171,-3.9965482613549854
-1.5140213610246402,-0.6186549544539135,-3.7480810929943904,-3.492756105047251
-1.5556939831351366,-0.197503359269228,8.967519044190485,2.738104685045627
0,0.5751400861566731,3.8132730012577847,-5.441899171237821
0,0.5393403679383785,8.464975469879578,-2.2299594830573772
0,0.7673899890819761,-7.630745373458858,7.542193382770654
0,0.0326202122889594,-7.52577658353954,3.826788481964194
1.5467572934792293,0.9618441744016576,-5.282018632599078,6.278374521373596
0,0.36432852562564966,1.2645060790840783,-7.551592313802288
-1.4070598419633988,-0.11996624589063114,-5.138587084543218,1.4424268981804587
0,0.7621386110255833,0.5915419025852459,9.082819832576474
0,0.23249270086362303,-5.522421745591489,-2.3476888916984064
0,0.299548595410982,3.914193879607038,-0.5701328096795243
-1.6153437162121815,-0.6254618299780775,7.950976919953235,-6.124705622106399
-1.5872784415281034,-0.6266738919683245,-3.1705693422380006,-4.559091972376455
-1.4244674414969363,-0.7700130050497127,-7.755323591859587,9.469721867810671
0,1.0555607201998338,10.076097518311926,-6.901179639663358
-1.4624428616921077,-0.6053788356698894,7.467972165412644,-7.1042079257626
0,0.45107017102632296,5.776659794814793,-2.0493830936137076
0,0.04700969630134984,-3.8385357126037793,1.196979785146123
0,0.058910595297664715,-8.345874081153278,7.670176246594178
-1.7643564104784608,-0.29044662253163267,-6.873971459820289,1.3973747478359284
-1.5344337634892975,-0.7770780767123485,5.880368770132474,0.438726072852323
0,0.5971365493045567,2.335696381257994,-2.6423752963121365
1.7775283812573395,1.100472859905866,5.741859490595406,-7.578174675404175
0,0.4617016011535756,-5.950158651502976,-3.431505759811506
0,0.2930370996632712,7.452893785032391,9.167467393200486
0,0.4538857130984372,-8.829997371816882,8.852294948430293
0,0.011697120413664518,1.866260418649279,0.28268953036727407
-1.3430223586476924,-0.487182410685382,4.1857191308597255,2.3129129374431687
0,0.1711746745986763,-3.2716659807339994,-3.04390916078849
0,0.184435226595552,-2.728320518012151,-11.99314253338146
0,0.06881287576474225,0.7091604350743352,-5.33972501873927
-1.7018250847808998,-0.9639566270360249,-4.457754850555334,3.631591275077122
-1.8518357527772933,-0.40524807437704685,5.7504113262941745,-3.4362927483636048
-1.68956479189635,-0.43375107251450845,-1.6277431341211597,-2.293018713887642
-1.4155064270030748,-0.6656569840765874,10.205001209682028,-8.52957873146153
-1.5512745890390887,-0.5173374049983933,-2.0153012294539754,-1.8977685295389632
-1.6250756060923859,-0.6831149460135877,-0.2744992542968523,-2.6002622747139372
0,0.3481477788459342,-0.46723596567755177,-7.7151285638036216
-1.7455862448164061,-0.42333088223767135,-9.24346836648027,5.8182712290972365
-1.5631857378933223,-0.42343208921263004,-5.159282389249893,-9.189735507145443
-1.4720035031951848,-0.8478914946900766,-4.279320655942639,-2.0068973212763583
-1.3592207003015822,-0.3321466041952198,-7.675847281286511,-4.866352144421979
1.6783216853241156,0.8719895490044652,-2.4874309472451395,8.551692499252125
-1.5490243438979114,-0.6862586002531759,-5.505441500046862,7.1097853572831085
1.6973037426638764,0.8481684855623453,1.77313304689143,6.829759545142091
0,0.5160983963796071,8.152980126468904,0.535421632261529
0,0.18921049296688203,2.2023517670548127,-9.03518850939351
-1.3586104514350423,-0.35829734122821216,-0.9222234650278028,10.684309415222256
-1.5254268251884557,-0.3164055261653447,-6.910695771146787,9.842998691511575
0,0.33199812446151383,5.689110349306273,-6.1427795062601716
-1.652122663361978,-0.9008377839575219,9.680808006815962,-3.399828122458479
0,0.25206562680021855,-4.982740859979271,0.03031871946686747
0,0.058766266778735594,-10.339421633512384,-6.166465541022326
0,0.015767629466726038,-0.25368393894249625,1.219274357598332
1.436819677803049,1.1338696211144808,-1.3340278683849143,7.05006715956621
-1.6864205561756962,-0.5674795981920977,3.007201250042463,4.954311479202124
-1.707729302314582,-0.3325892496659552,2.905183556387198,6.3271201155001515
-1.7507032616121199,-0.18275945783237613,1.1378579417227097,-0.4589946017820555
-1.6555451572947668,-0.3986741838110226,2.9244242709940838,-6.85875818976547
-1.587632577384909,-0.3574298859911752,-0.9268715482678626,-3.080736366846626
-1.7765862264685344,-0.8635270139081683,9.290528390297753,-7.6322933532993416
-1.624154205352829,-0.6173911080081496,-8.615490719103924,3.221867769945827
0,0.1808076276282646,8.729374419640381,-6.090419639448389
0,0.31061992267637567,2.373673241665135,-4.850221565702787
0,0.09197269465851253,6.827444137201445,0.9636638065254934
1.7448008759570721,1.373174625095535,-8.507113326653492,-8.068811567348062
1.7108295163532985,1.0568036352920864,7.19436857363084,-1.8765176283639606
0,0.1605036221935318,5.3540754735744365,2.8273013614909095
0,0.3482773253812905,-0.2989842731520378,2.702315383409362
